GRB	GCN	Telescope
130427A	14598	Boyden/Watcher
130427A	14606	1.5m-Harold-Johnson
130427A	14582	CrAO/AZT-11
130427B	14461	2m-Faulkes-north
130427B	14477	MITSuME-50cm
130427B	14496	1.5m-Harold-Johnson
130427B	14499	Ishigakijima-Astronomical-observatory/Murikabushi-1m
130505A	14602	MITSuME-50cm
130505A	14573	Swift/UVOT
130505A	14595	1.5m-Harold-Johnson
130505A	14572	iTelescope-T12
130505A	14585	IA-KHNU/0.7m
130505A	14571	80cm-TNT
130505A	14570	Weihai/1m
130505A	14568	MITSuME-50cm
130505A	14593	1.34m-Schmidt
130511A	14621	Gemini-North-GMOS
130511A	14623	80cm-TNT
130511A	14625	MITSuME-50cm
130511A	14626	Higashi-Hiroshima/1.5m-Kanata
130511A	14628	SOAO/0.6m
130514A	14634	La-silla/2.2m-MPG/ESO
130514A	14643	1.5m-Harold-Johnson
130514A	14648	CTIO/16"-PROMPT,14"-DSO
130514A	14640	Swift/UVOT
130518A	14680	Palomar-60-inch
130518A	14684	1.5m-Harold-Johnson
130603B	14748	Gemini-South-GMOS
130603B	14761	Palomar-60-inch
130603B	14764	1.5m-Harold-Johnson
130603B	14770	**WARNING**
130603B	14895	HST
130603B	19152	NOT-2.5m-MOSCA
130603B	20222	HST
130603B	14742	William-Herschel
130603B	14743	2.5m-NOT
130603B	14745	Magellan/Baade-6.5m-IMACS
130603B	14759	Swift/UVOT
130603B	14747	1.0m-Tubitak,Observatorio-de-Sierra-Nevada/1.5m
130604A	14768	Swift/UVOT
130604A	14762	8m-Gemini-North-GMOS
130604A	14760	MITSuME-50cm
130604A	14758	0.45m-ISON-NM
130604A	14756	0.45m-ISON-NM
130604A	14754	Lick/0.76m-KAIT
130604A	14753	Palomar-60inch
130606A	14864	CrAO/-AZT-11
130606A	14840	2m-Liverpool-Telescope,Faulkes-north
130606A	14826	CTIO/16"-PROMPT
130606A	14824	1.5m-Harold-Johnson
130606A	14814	Swift/UVOT
130606A	14818	TAROT-robotic-25cm
130606A	14807	2.2m-MPG/ESO
130606A	14806	AS-32-(0.7m)
130606A	14782	0.6m-TELMA
130606A	14783	NOT-2.5m-MOSCA
130606A	14785	2m-Liverpool
130606A	14791	Montarrenti/-0.53m-RC
130606A	14797	TUBITAK/1.0m-T100
130606A	14815	"CTIO/-PROMPT-16"""
130606A	14789	Virtual-0.43m-f/6.8
130606A	14800	1m-Mt.-Lemmon
130606A	14799	1.5m-Harold-Johnson
130610A	14891	iTeleescope-T21
130610A	14859	Swift/UVOT
130610A	14854	1m-Mt.-Lemmon
130610A	14843	2m-Liverpool
130610A	14844	CTIO/16"-PROMPT
130610A	14846	Palomar-60-inch
130610A	14860	0.45m-ISON-NM
130610A	14908	TAROT-robotic-25cm
130610A	14907	CrAO/Shajn
130612A	14883	TAROT-robotic-25cm
130612A	14885	Gingin/Zadko-100cm
130612A	14880	1.5m-Harold-Johnson
130612A	14890	ISON-NM/-0.45m
130612A	14894	iTelescope-T21
130612A	14914	Cerro-tololo/16"-PROMPT,Hume/14"-GORT,DSO-14"
130612A	14879	Palomar-60-inch
130612A	14878	NOT-2.5m-ALFOSC
130612A	14877	Cerro-Tololo/16"-PROMPT
130612A	14876	Mt.-Hopkins/-1.3m-PAIRITEL
130612A	14875	2m-Liverpool
130612A	14887	Swift/UVOT
130612A	14881	Sierra-Nevada/1.5m
130612A	14889	MITSuME-50cm
130701A	14960	Palomar-60-inch
130701A	14963	MITSuME-50cm
130701A	14957	Swift/UVOT
130702A	14973	Swift/UVOT
130702A	14991	Swift/UVOT
130702A	15243	Russian-Turkish-1.5m
130702A	15009	Xinglong-TNT
130702A	14984	Italian-3.6m-TNG
130702A	15000	Italian-3.6m-TNG
130702A	14975	XAO-1m
130702A	14976	XAO-1m
130702A	15003	Maidanak/AZT-22
130702A	14981	Palomar-60inch-robotic
130702A	14980	1.5m-Harold-Johnson
130702A	14992	Xinglong-TNT
130702A	14993	1.5m-Harold-Johnson
130702A	14994	NOT-2.5m-ALFOSC
130702A	14996	Maidanak/AZT-22
130702A	14998	5m-Palomar-Hale
130702A	14983	NOT+ALFOSC
130702A	14977	Canary-Islands/Italian-3.6m-TNG
130831A	15140	Swift/UVOT
130831A	15161	Swift/UVOT
130831A	15168	Swift/UVOT
130831A	15165	1.5m-Harold-Johnson
130831A	15166	Virtual-0.43m-f/6.8
130831A	15167	Montarrenti/automatic-0.53m-RC
130831A	15179	1.5m-Harold-Johnson
130831A	15185	UAFO/ISON-Ussuriysk/SANTEL-650-(0.65m),VT-50-(0.5m)
130831A	15186	Gissar/AZT-8-(0.7m)
130831A	15188	ISON-Kislovodsk/SANTEL-400AN
130831A	15189	IA-KhNU/AZT-8-(0.7m)
130831A	15190	Maidanak/AZT-22
130831A	15237	Maidanak/AZT-22
130831A	15242	1.5m-Harold-Johnson
130831A	15244	1.5m-Russian-Turkish
130831A	15274	1.5m-Harold-Johnson
130831A	15321	1.5m-Harold-Johnson
130831A	18673	MASTER-II-Tunka
130831A	15164	SSO/17"-PROMPT,Cerro-tololo/16"-PROMPT,Yerkes/41"
130831A	15152	Italy/0.43m-f/6.8-Virtual
130831A	15142	Weihai/1m
130831A	15143	MITSuME-50cm
130831A	15146	Xinglong-60cm
130831A	15148	SSO/-17"-PROMPT
130831A	15150	Montarrenti/-0.53m-RC-U47
130831A	15153	0.32m-f/9.3-Ritchey-Chretien/-iTelescope
130831A	15156	Taurus-Hill/0.35m-C-14-OTA
130907A	15223	1.5m-Harold-Johnson
130907A	15220	MASTER-II-Kislovodsk
130907A	15194	1.34m-Tautenburg-Schmidt
130907A	15192	1.5m-Harold-Johnson
130907A	15191	DSO/14",Yerkes/41"
130907A	15193	DSO/14",Yerkes/41",14"-GORT
130907A	15240	Maidanak/AZT-22
130907A	15195	Swift/UVOT
130907A	15184	MASTER-II-Kislovodsk
130925A	15266	Swift/UVOT
130925A	15267	Swift/UVOT
130925A	15247	La-silla/2.2m-MPG/ESO
130925A	15263	Gissar/AZT-8-(0.7m)
130925A	15258	1.5m-Harold-Johnson
130925A	15262	1.5m-Harold-Johnson
130925A	15252	TAROT-robotic-25cm
131004A	15319	Keck-I-MOSFIRE
131004A	15305	Italian-3.6m-TNG
131004A	15306	2m-Liverpool
131004A	15317	**WARNING**
131004A	15307	6.5m-Magellan-Clay-LDSS-3
131004A	15309	2.2m-MPG
131004A	15310	4m-TNG
131004A	15313	Swift/UVOT
131004A	15312	1.5m-Harold-Johnson
131011A	15341	Abastumani/AS-32-(0.7m)
131011A	15328	La-Silla/2.2m-MPG
131011A	15343	Swift/UVOT
131030A	15406	2m-Liverpool
131030A	15405	MASTER-II-Kislovodsk
131030A	15410	Ondrejov/0.5m-D50,Ondrejov/0.25m-BART
131030A	15414	Swift/UVOT
131030A	15408	10.4m-GTC
131030A	15411	1.23m-CAHA
131030A	15432	1m-Mt.-Lemmon
131030A	15430	1.3m-Skinakas-RoboPol
131030A	15427	Schmidt-320mm-F/D=3.1
131030A	15425	Xinglong-0.8m-TNT
131030A	15423	Palomar-60inch
131030A	15420	1.5m-Harold-Johnson
131030A	15419	TAROT-robotic
131030A	15418	iTelescope-T21
131030A	15435	SAO-RAS/1m-Zeiss-1000
131030A	15403	Boyden/Watcher
131030A	15412	SAO-RAS/1m-Zeiss-1000
131030A	15436	1.5m-Harold-Johnson
131030A	15444	1.5m-Harold-Johnson
131030A	15501	1.3m-DFOT
131030A	15462	1.5m-Harold-Johnson
131030A	15463	1.5m-Harold-Johnson
131030A	15481	MITSuME-50cm
131103A	15443	Swift/UVOT
131103A	15445	NOT-2.5m-ALFOSC
131105A	15454	Swift/UVOT
131105A	15449	TAROT-robotic-25cm
131108A	15485	ISON-Blagoveshensk/ORI-25
131108A	15484	IA-KhNU/AZT-8,Abastumani/AS-32
131108A	15482	1.5m-Harold-Johnson
131108A	15475	1.5m-Harold-Johnson
131108A	15473	TAROT-robotic-25cm
131108A	15471	NOT-2.5m-MOSCA
131108A	15469	1.23m-CAHA
131108A	15476	Swift/UVOT
131108A	15470	10.4m-GTC
131117A	15496	Swift/UVOT
131117A	15491	"Cerro-tololo/14""-PROMPT"
131117A	15493	2.2m-MPG
131117A	15497	TAROT-robotic-25cm
131231A	15652	Gemini-South-GMOS
131231A	15676	ARIES-Nainital/-1.04m,1.3m
131231A	15681	Lulin-One-m
131231A	15711	Abastumani/AS-32-(0.7m)
131231A	15646	1.3m-McGraw-Hill
131231A	15650	Palomar-60inch-(P60)-robotic
131231A	15642	NOT-2.56m-MOSCA
131231A	15643	Palomar-48-inch-Oschin
131231A	15673	Swift/UVOT
131231A	15647	Xinglong-0.8m-TNT
131231A	15641	Mt.-Nanshan/1m
140114A	15737	Swift/UVOT
140114A	15729	robotic-Palomar-60-inch
140114A	15732	1.5m-Harold-Johnson
140114A	15736	Lick/0.76m-KAIT
140114A	15741	MITSuME-50cm
140114A	15742	1.5m-Harold-Johnson
140114A	15743	NOT-2.5m-ALFOSC
140114A	15756	Abastumani/AS-32-(0.7m),IA-KhNU/AZT-8-(0.7m)
140206A	15787	Swift/UVOT
140206A	15835	Happy-jack/4.3m-DCT
140206A	15813	Schmidt-320/400mm-F/D=3.1
140206A	15807	Sayan/AZT-33IK
140206A	15806	2m-Liverpool
140206A	15803	MITSuME-50cm
140206A	15801	Virtual-0.43m-f/6.8
140206A	15792	UAFO/ISON-Ussuriysk/VT-50-(0.5m)
140206A	15799	3.6m-TNG
140206A	15797	TUBITAK/1.0m-T100
140206A	15795	Swift/UVOT
140206A	15789	Mt.-Nanshan/-1m
140206A	15786	New-Mexico/40cm-robotic
140206A	15800	NOT+ALFOSC
140206A	15788	MASTER-II-Blagoveschensk
140213A	15862	Perth/14-inch-R-COP,CTIO/16"-PROMPT
140213A	15828	14-inch-R-COP
140213A	15829	2.2m-MPG
140213A	15859	Perth/14-inch-R-COP,CTIO/16"-PROMPT
140213A	15826	Swift/UVOT
140213A	15834	Swift/UVOT
140226A	15892	1.5m-Harold-Johnson
140226A	15894	Swift/UVOT
140226A	15895	1.23m-CAHA
140226A	16037	Sayan/AZT-33IK
140226A	15893	Sayan/AZT-33IK
140301A	15897	Perth/14-inch-R-COP
140301A	15899	NOT-MOSCA
140301A	16064	Gingin/Zadko-100cm
140301A	15904	2.2m-MPG/ESO
140301A	15913	Swift/UVOT
140304A	15924	NOT+ALFOSC
140304A	15917	Sayan/AZT-33IK
140304A	15916	Nanshan/1m
140304A	15914	MASTER-II-Tunka
140304A	15928	1.5m-Harold-Johnson
140304A	15932	MASTER-II-Tunka,Blagoveschensk
140304A	15922	Swift/UVOT
140304A	15920	Swift/UVOT
140304A	15937	1.5m-Harold-Johnson
140304A	15921	NOT+ALFOSC
140304A	15918	ORI-40
140311A	15947	Nanshan/-1m
140311A	15954	Kottamia-188cm
140311A	15953	NOT+ALFOSC
140311A	15957	Kottamia-188cm
140311A	15964	NOT+ALFOSC
140311A	15966	8m-Gemini-North-GMOS
140311A	15969	Bassano-Bresciano/Newton-250mm-F/D=5
140311A	15974	Kottamia/188cm
140311A	15976	Montarrenti/automatic-0.53m-RC
140311A	15978	1.5m-Harold-Johnson
140311A	15980	NOT+ALFOSC
140311A	15994	Sayan/AZT-33IK
140311A	15973	Swift/UVOT
140311A	15952	Gingin/Zadko-100cm
140311A	15946	MASTER-II-Tunka,Blagoveschensk
140318A	15999	1.5m-Harold-Johnson
140318A	15989	Happy-jack/4.3m-DCT
140318A	15990	1.5m-Harold-Johnson
140318A	15987	NOT-2.5m-StanCam
140318A	15998	Sayan/-AZT-33IK
140318A	15997	Swift/UVOT
140318A	15992	2m-Liverpool
140419A	16281	Sayan/AZT-33IK
140419A	16168	Sayan/AZT-33IK
140419A	16149	1m-Mt.-Lemmon
140419A	16139	1.5m-Harold-Johnson
140419A	16138	NOT-2.5m-ALFOSC
140419A	16119	Lick/0.76m-KAIT
140419A	16133	ARIES-Nainital/1.04m-ST
140419A	16132	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
140419A	16131	MITSuME-50cm
140419A	16129	robotic-Palomar-60-inch
140419A	16126	iTelescope-T24
140419A	16121	1.5m-Harold-Johnson
140419A	16136	1.5m-Harold-Johnson
140419A	16137	Lick/0.76m-KAIT
140419A	16141	Sayan/AZT-33IK
140419A	16130	Swift/UVOT
140423A	16165	3.5m-WIYN
140423A	16160	MITSuME-50cm
140423A	16163	Higashi-hiroshima/1.5m-Kanata
140423A	16164	1.3m-DFOT
140423A	16166	3.6m-TNG
140423A	16167	NHAO/Nayuta-2m
140423A	16169	NOT-2.5m-ALFOSC
140423A	16170	1.5m-Harold-Johnson
140423A	16173	MITSuME-50cm
140423A	16174	1.5m-Harold-Johnson
140423A	16175	3.5m-WIYN
140423A	16176	MITSuME-50cm
140423A	16185	Russian-Turkish-1.5m
140423A	16247	Sayan/-AZT-33IK
140423A	16264	Abastumani/AS-32-(0.7m)
140423A	16156	Lick/0.76m-KAIT
140423A	16154	Nanshan/1m
140423A	16153	Palomar-60-inch
140423A	16151	1.05m-Schmidt
140423A	16272	IAO/2m-HCT
140423A	16451	Swift/UVOT
140423A	16157	Swift/UVOT
140423A	16318	TSAO/Zeiss-1000-(East)-1m
140423A	16143	ISON-NM/0.4m
140423A	16144	3.5m-WIYN
140423A	16147	Swift/UVOT
140428A	16180	KECK-I-10m
140428A	16181	Keck-I-10m
140428A	16187	Swift/UVOT
140428A	16191	La-Silla/2.2m-MPG
140428A	16252	La-Silla/2.2m-MPG
140428A	16182	1.5m-OSN
140430A	16192	2m-Liverpool
140430A	16193	NOT+ALFOSC
140430A	16196	1.8m-VATT
140430A	16201	1.8m-VATT
140430A	16205	Observatorio-del-Teide/-0.82m-IAC80
140430A	16212	iTelescope-T16
140430A	16222	MITSuME-50cm
140430A	16198	Swift/UVOT
140430A	16211	Observatorio-del-Teide/STELLA-I
140506A	16219	Swift/UVOT
140508A	16259	MITSuME-50cm
140508A	16260	Sayan/AZT-33IK
140508A	16236	1.5m-Harold-Johnson
140508A	16231	4.2m-William-Herschel
140508A	16229	NOT+ALFOSC
140508A	16228	MASTER-II-Kislovodsk
140508A	16226	Palomar-48-inch-Oschin
140508A	16235	Virtual-0.43m-f/6.8
140508A	16244	IAO/2m-HCT
140508A	16243	Swift/UVOT
140508A	16246	1.5m-Harold-Johnson
140509A	16241	Swift/UVOT
140509A	16992	La-Silla/2.2m-MPG
140512A	16263	Swift/UVOT
140512A	16248	MASTER-II-Tunka
140512A	16250	MASTER-II-Tunka
140512A	16251	Sayan/-AZT-33IK
140512A	16253	NOT-2.5m-ALFOSC
140512A	16257	La-Silla/2.2m-MPG
140512A	16261	Xinglong-0.8m-TNT
140512A	16307	MASTER-II-Tunka
140518A	16299	Lick/0.76m-KAIT
140518A	16300	Palomar-60inch
140518A	16301	8m-Gemini-North-GMOS
140518A	16304	14"-GORT
140518A	16308	1.5m-Harold-Johnson
140518A	16309	TUBITAK/1.0m-T100
140518A	16303	Swift/UVOT
140518A	16302	1.5m-Harold-Johnson
140606B	16365	Keck-II-10m
140606B	16367	Happy-Jack/4.3m-DCT
140606B	16387	Keck-I-10m
140606B	16398	Abastumani/AS-32-(0.7m)
140606B	16403	Sayan-AZT-33IK
140606B	16431	1m-Zeiss-1000
140606B	16454	KECK-I-10m
140606B	16368	Swift/UVOT
140614A	16392	2.2m-MPG
140614A	16397	Swift/UVOT
140620A	16432	Swift/UVOT
140620A	16453	TSAO/Zeiss-1000-(East)-1m
140620A	16440	60/90/180cm-Schmidt
140629A	16518	1m-SAO-RAS
140629A	16517	1.04m-ST
140629A	16507	MASTER-II-Kislovodsk
140629A	16494	Swift/UVOT
140629A	16500	MASTER-Blagoveshchensk,Tunka,Kislovodsk
140629A	16499	SAO-RAS/6m-BTA,1m-ZEISS-1000
140629A	16498	Palomar-60inch-(P60)-robotic
140629A	16496	NHAO/Nayuta-2m
140629A	16493	3.6m-TNG
140629A	16492	VATT
140629A	16501	MITSuME-50cm
140629A	16488	Ishigakijima-Astronomical-observatory/-Murikabushi-1m
140629A	16487	Higashi-Hiroshima/1.5m-Kanata
140629A	16486	TUBITAK/1.0m-T100
140629A	16485	NOT-MOSCA
140629A	16484	1.05m-Schmidt
140629A	16483	"Bellatrix/-14""-Virtual"
140629A	16482	Russian-Turkish-1.5m
140629A	16480	Xinglong-0.8m-TNT
140629A	16478	MASTER-II-Blagoveschensk
140629A	16491	Palomar-60inch-(P60)-robotic
140703A	16540	Swift/UVOT
140703A	16536	Abastumani/AS-32-(0.7m)
140703A	16514	Palomar-60inch-(P60)-robotic
140703A	16512	TELMA-robotic
140703A	16511	MAO/-0.5m-Newtonian-FLI
140703A	16504	0.6m-TELMA-robotic
140703A	16513	1.5m-Harold-Johnson
140710A	16565	La-silla/2.2m-MPG
140710A	16567	Palomar-60-inch
140710A	16568	1.5m-Harold-Johnson
140710A	16582	iTelescope-T11
140710A	16572	Swift/UVOT
140801A	16662	Swift/UVOT
140801A	16667	Abastumani/AS-32-(0.7m)
140801A	16659	Ceccano/17"-Virtual
140801A	16666	La-silla/2.2m-MPG
140801A	16657	10.4m-GTC-(+OSIRIS)
140801A	16656	NOT-2.5m-ALFOSC
140801A	16653	MASTER-II-Tunka
140808A	16668	Palomar-48-inch-Oschin
140808A	16671	10.4m-GTC-(+OSIRIS)
140808A	16684	IAO/2m-HCT
140808A	16672	Swift/UVOT
140903A	16772	Swift/UVOT
140903A	16785	Discovery-Channel
140903A	16783	NOT-2.5m-StanCam,NOTCam
140903A	16781	Hawaii/2m-telescope-Faulkes-north
140903A	16779	ISON-Kislovodsk/Santel-400AN
140903A	16774	Gemini-North-GMOS
140903A	16770	Palomar-60-inch
140903A	16769	Happy-Jack/4.3m-DCT-LMI
140907A	16791	Swift/UVOT
140907A	16818	Happy-jack/4.3m-DCT
140907A	16810	1.23m-CAHA
140907A	16809	TSAO/Zeiss-1000-(East)
140907A	16802	Happy-jack/4.3m-DCT
140907A	16804	NHAO/Nayuta-2m
140907A	16803	MITSuME-50cm
140907A	16800	TUBITAK/1.0m-T100
140907A	16797	10.4m-GTC-(+OSIRIS)
140907A	16794	Ishigakijima-Astronomical-observatory/Murikabushi-1m
140907A	16793	MITSuME-50cm
140907A	16792	Ceccano/Virtual-17"
140907A	16789	Xinjiang/35cm-robotic,1m-optical
140907A	16806	MASTER-II-Blagoveschensk,Tunka,Kislovodsk
140907A	16814	Sayan/AZT-33IK
141004A	17003	1.5m-Harold-Johnson
141004A	16887	Swift/UVOT
141004A	16890	Swift/UVOT
141004A	16937	1.5m-Harold-Johnson
141004A	16936	2.5m-NOT,4.2m-William_Herschel,10.4m-Gran-Telescopio-Canarias
141004A	16899	La-silla/2.2m-MPG
141004A	16891	NOT-2.5m-ALFOSC
141004A	16886	0.5m-f/4.6-Newtonian
141004A	16881	3.6m-TNG
141004A	16880	1.23m-CAHA
141004A	16963	1.5m-Harold-Johnson
141004A	16902	10.4m-GTC
141028A	17035	Sayan/AZT-33IK
141028A	16990	Swift/UVOT
141028A	16972	MASTER-II-Kislovodsk
141028A	16977	La-silla/2.2m-MPG
141028A	16980	1.5m-Harold-Johnson
141028A	16982	8m-Gemini-North-GMOS
141028A	16979	Swift/UVOT
141028A	16985	LCOGTN,1m-sutherland,cerro-tololo
141028A	16989	Palomar-60-inch
141028A	16991	1.5m-Harold-Johnson
141028A	16993	SAO-RAS-1m-Zeiss-1000
141028A	17030	TSAO/Zeiss-1000-(East)-1m
141109A	17057	Swift/UVOT
141109A	17059	2m-Zeiss-2000-(Terskol-peak)
141109A	17063	TAROT-robotic-25cm
141109A	17062	Abastumani/AS-32-(0.7m)
141109A	17056	NOT-2.5m-ALFOSC
141109A	17053	Xinglong-0.8m-TNT
141109A	17049	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
141109A	17042	2.1m-Otto-Struve
141109A	17041	La-silla/2.2m-MPG
141109A	17039	La-silla/60cm-REM
141121A	17087	1.5m-Harold-Johnson
141121A	17084	1.5m-Harold-Johnson
141121A	17106	SAO-RAS-1m-Zeiss-1000
141121A	17098	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
141121A	17090	1.5m-Harold-Johnson
141121A	17091	Murikabushi-1m
141121A	17092	Las-Cumbres/-2m-Faulkes-north
141121A	17093	Sayan/-AZT-33IK
141121A	17096	1.5m-Harold-Johnson
141121A	17100	1.5m-Harold-Johnson
141121A	17101	1.5m-Harold-Johnson
141121A	17102	AZT-33IK
141121A	17103	Zeiss-1000-(East)-1m
141121A	17105	1.5m-Harold-Johnson
141121A	17088	MITSuME-50cm
141121A	17082	2m-Faulkes
141121A	17111	AZT-33IK
141121A	17078	La-silla/2.2m-MPG
141121A	17113	ORI-40
141121A	17114	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
141121A	17116	1.5m-Harold-Johnson
141121A	17117	Zeiss-1000-(East)-1m
141121A	17118	Sayan/AZT-33IK
141121A	17081	KECK-I-10m
141121A	17128	1.5m-Harold-Johnson
141121A	17119	1.5m-Harold-Johnson
141121A	17145	Happy-jack/4.3m-DCT
141121A	17191	KECK-I-10m
141121A	17656	Yunnan-2.4m-optical
141121A	17085	Swift/UVOT
141121A	17076	0.6m-TELMA-robotic
141121A	17138	Sayan/-AZT-33IK
141121A	17109	1.5m-Harold-Johnson
141220A	17201	Swift/UVOT
141220A	17204	MITSuME-50cm
141220A	17653	Yunnan-2.4m-optical
141220A	17215	MITSuME-50cm
141220A	17199	2m-Liverpool
141221A	17219	Swift/UVOT
141221A	17228	Keck-II-DEIMOS
141221A	17227	TAROT-robotic-25m
141221A	17221	Cerro-tololo/16"-PROMPT
141221A	17212	La-silla/2.2m-MPG-ESO
141221A	17222	MITSuME-50cm
141221A	17209	1m-LCOGT-McDonald
141221A	17208	La-silla/60cm-REM
141221A	17210	Cerro-tololo/14"-PROMPT
141225A	17243	TAROT-robotic-25cm
141225A	17259	MASTER-SAAO
141225A	17242	Swift/UVOT
141225A	17248	La-silla/2.2m-MPG
141225A	17245	MASTER-SAAO
141225A	17244	MITSuME-50cm
141225A	17241	1.23m-CAHA
141225A	17652	Yunnan/2.4m-optical
141225A	17237	MASTER-SAAO
141225A	17236	Xinjiang/36cm-robotic
141225A	17232	NOT-MOSCA
141225A	17231	2m-Liverpool
141225A	17230	1.23m-CAHA
141225A	17240	0.60m-T60-TUBITAK
150101B	17278	Swift/UVOT
150101B	17326	3.6m-TNG
150101B	17333	Gemini-South-8m-GMOS
150120B	17651	Yunnan/2.4m-optical
150120B	17366	Khureltogot/-ORI-40
150120B	17347	Sayan/AZT-33IK
150120B	17343	1.5m-Harold-Johnson
150120B	17340	2m-Faulkes-north
150120B	17339	Xinglong-0.8m-TNT
150120B	17336	La-silla/2.2m-MPG
150120B	17335	Palomar-60inch-robotic
150120B	17331	MITSuME-50cm
150120B	17316	2m-Faulkes-north
150120B	17315	Palomar-60inch-robotic
150120B	17338	Swift/UVOT
150120B	17337	1.04m-Sampurnanand
150206A	17419	La-silla/2.2m-MPG
150206A	17424	Swift/UVOT
150301B	17531	Swift/UVOT
150301B	17522	La-silla/2.2m-MPG
150301B	17523	Paranal/VLT
150301B	17518	MASTER-II-SAAO
150301B	17530	Las-Cumbres/1m
150314A	17580	Swift/UVOT
150314A	17614	Yunnan/2.4m-optical
150314A	17588	NOT-2.56m-ALFOSC
150314A	17590	RAPTOR
150314A	17584	Palomar-60inch-robotic
150314A	17585	Lick/0.76m-KAIT
150314A	17577	Yerkes/-41"
150314A	17574	Lick/0.76m-KAIT
150314A	17578	MITSuME-50cm
150314A	17583	La-Palma/10.4m-GTC-OSIRIS
150314A	17582	NOT-2.56m-ALFOSC
150323A	17616	Keck-I-10m
150323A	17626	Lick/0.76m-KAIT
150323A	17647	Abastumani/AS-32-(0.7m)
150323A	17612	robotic-Palomar-60-inch
150323A	17613	1.5m-Harold-Johnson
150323A	17617	Swift/UVOT
150403A	17673	Swift/UVOT
150403A	17680	MASTER-II-SAAO
150413A	17784	CrAO/AZT-11
150413A	17721	Russian-Turkish-1.5m
150413A	17718	UAFO/ISON-Ussuriysk/SANTEL-650-(0.65m)
150413A	17715	MITSuME-50cm
150413A	17713	1m-Mt.-Lemmon
150413A	17710	Asiago-1.82m-Copernico
150413A	17709	2.4m-optical
150413A	17707	Palomar-60inch-robotic
150413A	17714	SAO-RAS/Zeiss-1000,1m
150413A	17705	0.60m-f/9.83-Cassegrain
150413A	17693	Nanshan/-1m
150413A	17692	Khureltogot/ORI-40
150413A	17690	MASTER-II-Tunka
150413A	17706	Ceccano/-Virtual-17"
150413A	17694	1.34m-Schmidt
150413A	17689	MASTER-II-Tunka
150413A	17696	Palomar-60inch
150413A	17697	2.2m-CAHA
150413A	17700	University_of_Athens-0.40m-f/8-robotic
150413A	17702	**WARNING**
150413A	17704	Bassano-Bresciano/Schmidt-320/400mm-F/D=3.1
150413A	17695	Khureltogot/ORI-40
150423A	17739	Swift/UVOT
150423A	17803	Yunnan/2.4m-optical
150423A	17763	MITSuME-50cm
150423A	17754	1.5m-Harold-Johnson
150423A	17747	William-Herschel
150423A	17742	MITSuME-50cm
150423A	17741	3.8m-United-Kingdom-Infrared
150423A	17736	1.5m-Harold-Johnson
150423A	17733	Keck-I-10m-LRIS
150423A	17732	La-silla/2.2m-MPG
150423A	17730	Lick/0.76m-KAIT
150423A	17729	La-silla/2.2m-MPG
150423A	17750	TSAO/Zeiss-1000-(East)-1m
150514A	17820	Swift/UVOT
150514A	17822	Paranal/VLT
150514A	17821	La-silla/2.2m-MPG
150518A	17828	Swift/UVOT
150518A	17830	Yunnan/2.4m-optical
150518A	17829	Xinglong/2.16m
150518A	17840	Sayan/AZT-33IK
150518A	17831	1.5m-Harold-Johnson
150518A	17832	ESO-VLT
150518A	17834	SAO-RAS/-Zeiss-1000,1m
150518A	17838	**WARNING**
150518A	17835	Xinglong-0.8m-TNT
150518A	17903	Sayan/AZT-33IK,TSAO/Zeiss-1000(East)1m,Maidanak/AZT-22
150518A	17861	1.5m-Harold-Johnson
150518A	17841	MITSuME-50cm
150727A	18095	1.5m-Harold-Johnson
150727A	18085	40cm-UCD-Watcher
150727A	18083	Cerro-Tololo/1m-LCOGTN
150727A	18084	Swift/UVOT
150727A	18113	Swift/UVOT
150727A	18089	1.5m-Harold-Johnson
150818A	18161	Swift/UVOT
150818A	18155	Swift/UVOT
150818A	18164	NOT+ALFOSC
150818A	18244	TSAO/Zeiss-1000-1m,SAO-RAS/Zeiss-1000-1m
150818A	18171	MITSuME-50cm
150818A	18174	Ishigakijima-Astronomical-Observatory/Murikabushi-1m
150818A	18175	Sayan/-AZT-33IK
150818A	18177	La-Palma/10.4m-GTC-(+OSIRIS)
150818A	18179	NOT+ALFOSC
150818A	18213	10.4m-GTC-(+OSIRIS)
150818A	18205	Sayan/AZT-33IK
150818A	18189	Sayan/AZT-33IK
150818A	18182	Sayan/AZT-33IK
150821A	18224	Swift/UVOT
150821A	18192	Swift/UVOT
150821A	18199	Sutherland/1m-LCOGT
150821A	18197	Sutherland/1m-LCOGT
150821A	18195	La-silla/2.2m-MPG
150910A	18319	TSAO/Zeiss-1000-(East)-1m
150910A	18556	CrAO-ZTSh
150910A	18270	Swift/UVOT
150910A	18312	1.5m-Harold-Johnson
150910A	18327	Abastumani/AS-32-(0.7m)
150910A	18320	Mt.-Terskol/-Zeiss-2000
150910A	18314	TUBITAK/1.0m-T100
150910A	18275	SAO-RAS/Zeiss-1000,1m
150910A	18302	1.5m-Harold-Johnson
150910A	18273	Lick/3m-Shane-kast
150910A	18269	1m-Nanshan
150910A	18267	MITSuME-50cm
150910A	18266	2m-LCOGT-Faulkes
150910A	18265	Lick/0.76m-KAIT
150910A	18274	10.4m-GTC-OSIRIS
