GRB		GCN		Telescope
080430		7657		Meade LX-200 0.3-meter
080430		7661		 Russian-Turkish 1.5-m
080430		7662		 1.5m OSN
080430		7663		  1.04m
080430		7681		 TLS Schmidt
080430		7809		 1.52 cm
080430		8368		 1.52 cm
080514		7712		robotic 60-cm REM
080514		7718		 0.4m WATCHER
080514		7719		 0.8m IAC80
080514		7722		 2.2m MPI/ESO
080514		7724		 2.2m MPI/ESO
080514		7725		 KPNO 4m
080514		8422		Tautenburg 1.34m Schmidt
080514		8423		Tautenburg 1.34m Schmidt
080516		7733		swift  
080516		7738		  1.3m
080516		7740		 2.2m MPI/ESO
080516		7798		 TAROT robotic
080516		8485		Astronomy / Australia
080516		8485		Chris Phillips (Australia
080516		8485		Mark Wieringa (Australia
080516		8485		  Australia
080516		8485		  Australia
080516		8485		Array (/ Parkes
080516		8485		telescope / Mopra
080516		8485		  Australia
080520		7753		swift  
080520		7756		 2.2m MPI/ESO
080520		8490		Astronomy / Australia
080520		8490		Chris Phillips (Australia
080520		8490		Mark Wieringa (Australia
080520		8490		  Australia
080520		8490		  Australia
080520		8490		Array (/ Parkes
080520		8490		telescope / Mopra
080520		8490		  Australia
080603		7788		Possible GRB080603: Faulkes
080603		7788		 2-m Faulkes
080603		7789		Katzman Automatic Imaging
080603		7793		 0.6m Super-LOTIS
080603		7794		swift  
080603		7795		 TAROT robotic
080603		7796		installed 60cm robotic
080603		7797		  NOT
080603		7803		 Russian-Turkish 1.5-m
080603		7804		swift  
080603		7808		swift  
080603		7813		080603B : Liverpool
080603		7813		  Liverpool
080603		7815		GRB 080603B: Hobby-Eberly
080603		7815		  Hobby-Eberly
080603		7822		TLS 1.34m Schmidt
080603		7823		TLS 1.34m Schmidt
080603		7824		 Xinglong 2.16m
080603		7826		Automated Infrared Imaging
080603		7827		Automated Infrared Imaging
080603		7860		 Zeiss-1000 (Simeiz)
080603		7865		TLS 1.34m Schmidt
080603		7869		 Zeiss-1000 (Simeiz)
080603		7883		 Zeiss-1000 (Simeiz)
080603		7887		 1.5 m
080603		7890		 1.5 m
080603		7974		 AZT-11 (Nauchny)
080603		7975		 AZT-22 (Maidanak)
080603		7976		  AZT-11(Nauchny)
080604		7800		swift  
080604		7801		  Faulkes
080604		7802		robotic 0.6-m Super-LOTIS
080604		7805		GRB 080604: Hobby-Eberly
080604		7805		  Hobby-Eberly
080604		7820		swift  
080604		7821		 50cm MITSuME
080604		7825		 Xinglong 2.16m
080605		7828		swift  
080605		7829		Tautenburg 1.34m Schmidt
080605		7831		GRB 080605: Liverpool
080605		7831		  Liverpool
080605		7833		05 Zeiss-1000 (Simeiz)
080605		7834		 2.2m ESO/MPI
080605		7844		swift  
080605		7857		 Zeiss-1000 (Simeiz)
080605		7863		  MITSuME-OAO
080605		7863		 50cm MITSuME
080607		7847		swift  
080607		7850		Automated Infrared Imaging
080607		7856		Katzman Automatic Imaging
080607		7858		swift  
080607		7861		 Russian-Turkish 1.5-m
080607		7891		 Zeiss-1000 (Simeiz)
080707		7947		swift  
080707		7948		2.2 m ESO/MPI
080707		7968		 Zeiss-1000 (Simeiz)
080710		7957		swift  
080710		7960		robotic 60-cm REM
080710		7963		GRB 080710: Faulkes
080710		7963		2m robotic Faulkes
080710		7972		TLS 1.34m Schmidt
080710		7972		  Faulkes
080710		7973		 MITSuME 50cm
080721		7988		swift  
080721		7990		Lulin 1 m
080721		7996		swift  
080721		7997		 Italian TNG
080721		7998		 Nordic Optical
080721		7999		Lulin 1 m
080804		8057		swift  
080804		8058		part of their
080804		8064		GRB 080804: Faulkes
080804		8064		  Faulkes
080804		8064		1.5 arcsec away.
080804		8069		swift  
080804		8073		  Australia
080804		8073		  Australia
080804		8075		 2.2m ESO/MPI
080804		8075		  Faulkes
080804		8075		  Faulkes
080805		8059		swift  
080805		8060		 2.2m ESO/MPI
080805		8076		GRB 080805: Faulkes
080805		8076		  Faulkes
080805		8076		GCN Circ. 8061):
080810		8080		swift  
080810		8081		 "KANATA" 1.5-m
080810		8085		 KANATA 1.5-m
080810		8088		 Russian-Turkish 1.5-m
080810		8089		 Nordic Optical
080810		8090		 1.5m OSN
080810		8091		  0.4m
080810		8092		 0.5m D50
080810		8092		image: http://zeus.asu.cas.cz/~koci/grb080810/GRB080810.jpg D50
080810		8093		GRB 080810: Liverpool
080810		8093		  Liverpool
080810		8093		 following magnitudes:
080810		8097		 MITSuME 50cm
080810		8098		 Russian-Turkish 1.5-m
080810		8099		 following magnitudes:
080810		8100		 Large Area
080810		8102		 Russian-Turkish 1.5-m
080810		8105		  AZT-8
080810		8106		 Danish 1.54m
080810		8106		  Swiss
080810		8722		 1.5 m
080810		8728		AZT-22 (1.5 m)
080825		8183		Fermi Large Area
080905		8180		swift  
080905		8181		  0.6m
080905		8182		swift  
080905		8202		3-color 50cm MITSuME
080905		8207		40 cm robotic
080906		8186		swift  
080906		8194		 2.2m ESO/MPI
080906		8216		40 cm robotic
080913		16681		MASTER II robotic
080913		8217		swift  
080913		8218		 2.2m ESO/MPI
080913		8220		robotic 60-cm REM
080913		8280		 Large Area
080913		9321		 IRAM 30-m
080916		10019		Astronomy / Australia
080916		10019		Chris Phillips (Australia
080916		10019		Mark Wieringa (Australia
080916		10019		  Australia
080916		10019		  Australia
080916		10019		Array (/ Parkes
080916		10019		telescope / Mopra
080916		10019		  Australia
080916		8237		swift  
080916		8238		robotic 60-cm REM
080916		8239		robotic 60-cm REM
080916		8240		swift  
080916		8245		Fermi Large Area
080916		8246		Fermi Large Area
080916		8257		2.2 m ESO/MPI
080916		8266		 2.2m ESO/MPI
080916		8266		 and REM
080916		8274		 Nagoya-SAAO 1.4m
080928		8292		swift  
080928		8296		 2.2m ESO/MPI
080928		8296		 and ROTSE
080928		8298		swift  
080928		8301		  Antu
080928		8303		 Watcher robotic
081007		8330		swift  
081007		8331		robotic 60-cm REM
081007		8332		  1.3m
081007		8333		GRB 081007, Faulkes
081007		8333		robotic 2m Faulkes
081007		8335		 Gemini-South 8-m
081007		8337		  RAPTOR
081007		8339		  1.3m
081007		8951		Astronomy / Australia
081007		8951		Chris Phillips (Australia
081007		8951		Mark Wieringa (Australia
081007		8951		  Australia
081007		8951		  Australia
081007		8951		Array (/ Parkes
081007		8951		telescope / Mopra
081007		8951		  Australia
081008		8344		swift  
081008		8356		  1.3m
081008		8633		Astronomy / Australia
081008		8633		Chris Phillips (Australia
081008		8633		Mark Wieringa (Australia
081008		8633		  Australia
081008		8633		  Australia
081008		8633		Array (/ Parkes
081008		8633		telescope / Mopra
081008		8633		  Australia
081028		17089		 AS-32 (0.7m)
081028		8421		swift  
081028		8424		2.2 m ESO/MPI
081028		8426		 TAROT robotic
081028		8434		 Magellan/Clay 6.5-m
081028		8455		  Shajn
081028		8499		Automated Infrared Imaging
081029		8435		swift  
081029		8437		2.2 m ESO/MPI
081029		8441		robotic 60-cm REM
081029		8452		  1.3m
081029		8634		Astronomy / Australia
081029		8634		Chris Phillips (Australia
081029		8634		Mark Wieringa (Australia
081029		8634		  Australia
081029		8634		  Australia
081029		8634		Array (/ Parkes
081029		8634		telescope / Mopra
081029		8634		  Australia
081109		8500		swift  
081109		8501		robotic 60-cm REM
081109		8504		swift  
081109		8508		GRB 081109A: Faulkes
081109		8508		 2m Faulkes
081109		8509		swift  
081109		8510		2.2 m ESO/MPI
081109		8511		swift  
081109		8517		 TAROT robotic
081109		8523		swift  
081109		8636		Astronomy / Australia
081109		8636		Chris Phillips (Australia
081109		8636		Mark Wieringa (Australia
081109		8636		  Australia
081109		8636		  Australia
081109		8636		Array (/ Parkes
081109		8636		telescope / Mopra
081109		8636		  Australia
081118		8524		swift  
081118		8529		2.2 m MPI/ESO
081118		8535		  30-cm
081118		8642		Astronomy / Australia
081118		8642		Chris Phillips (Australia
081118		8642		Mark Wieringa (Australia
081118		8642		  Australia
081118		8642		  Australia
081118		8642		Array (/ Parkes
081118		8642		telescope / Mopra
081118		8642		  Australia
081118		8675		  Zadko
081118		8675		1 meter Zadko
081118		8675		 UWA Zadko
081121		8537		swift  
081121		8540		2.2 m ESO/MPI
081121		8542		 Magellan/Clay 6.5-m
081121		8547		  1.3m
081121		8643		Astronomy / Australia
081121		8643		Chris Phillips (Australia
081121		8643		Mark Wieringa (Australia
081121		8643		  Australia
081121		8643		  Australia
081121		8643		Array (/ Parkes
081121		8643		telescope / Mopra
081121		8643		  Australia
081121		8672		wide field MASTER
081203		8595		swift  
081203		8596		  Z-600
081203		8608		  Z-600
081203		8615		  Z-600
081203		8617		 14" GORT
081203		8618		of Xinglong TNT
081203		8618		 Xinglong TNT
081203		8618		 Xinglong TNT
081203		8626		  Z-600
081203		8629		 105cm Murikabushi
081203		8645		  AZT-11
081203		8651		  6-m
081203		8695		  6-m
081210		8648		swift  
081210		8654		swift  
081210		8659		  1.3m
081210		8660		 Xinglong TNT
081210		8667		  Shajn
081221		8687		swift  
081221		8703		swift  
081221		8711		 Keck I
081221		8719		 2.2m ESO/MPI
081222		8691		swift  
081222		8692		robotic 60-cm REM
081222		8693		2.2 m ESO/MPI
081222		8697		  30-cm
081222		8699		GRB 081222: Faulkes
081222		8699		  Faulkes
081222		8699		 following magnitudes:
081222		8717		  1.04m
081222		8724		 MITSuME 50cm
081228		8742		swift  
081228		8743		 TAROT robotic
081228		8745		 2.2m ESO/MPI
081230		8753		swift  
081230		8760		 2.2m ESO/MPI
090102		8761		 TAROT robotic
090102		8762		swift  
090102		8763		robotic 60-cm REM
090102		8770		swift  
090102		8771		 2.2m ESO/MPI
090102		8772		  IAC80
090102		8773		automated Palomar 60-inch
090102		8773		Palomar 200" Hale
090102		8774		GRB 090102: Hobby-Eberly
090102		8774		  Hobby-Eberly
090102		8778		14-inch Goddard Robotic
090102		8780		 Nordic Optical
090102		8792		Westerbork Synthesis Radio
090102		8816		SUBJECT: GRB090102: MAGIC
090102		8816		Imaging Atmospheric Cherenkov
090102		8816		  
090102		8816		  changing
090102		8856		 Hubble Space
090113		8804		swift  
090113		8810		 2.5m NOT
090113		8812		 2.2m MPI/ESO
090113		8814		  1.0m
090113		8867		SUBJECT: GRB090113: MAGIC
090113		8867		Imaging Atmospheric Cherenkov
090113		8867		  
090201		8865		swift  
090201		8955		Astronomy / Australia
090201		8955		Chris Phillips (Australia
090201		8955		Mark Wieringa (Australia
090201		8955		  Australia
090201		8955		  Australia
090201		8955		Array (/ Parkes
090201		8955		telescope / Mopra
090201		8955		  Australia
090205		8884		swift  
090205		8888		 2.2m ESO/MPI
090205		8976		GRB 090205: Zadko
090205		8976		GRB 090205: Zadko
090205		8976		 UWA Zadko
090205		8976		  Zadko
090205		8976		F/4 1.0m Zadko
090205		8976		 UWA Zadko
090313		8979		Katzman Automatic Imaging
090313		8980		swift  
090313		8981		swift  
090313		8983		 2.2m ESO/MPI
090313		8985		Katzman Automatic Imaging
090313		8989		GRB 090313: Faulkes
090313		8989		 2-m Faulkes
090313		8992		 1.5m OSN
090313		8993		  GRAS-04
090313		8993		  0.25-meter
090313		8996		GRB 090313: Zadko
090313		8996		GRB 090313: Zadko
090313		8996		  Zadko
090313		8996		  Zadko
090313		8996		  Zadko
090313		8998		 TAROT robotic
090313		8999		 1.5m OSN
090313		8999		 0.8m IAC80
090313		8999		 2.5m NOT
090313		8999		19.1+/-0.1. At NOT
090313		9000		Westerbork Synthesis Radio
090313		9002		 MITSuME 50cm
090313		9008		  1.3m
090313		9015		 ESO Melipal
090313		9016		Westerbork Synthesis Radio
090313		9033		 1.34m Schmidt
090313		9606		 1.52 cm
090323		9021		Fermi Large Area
090323		9021		a pair conversion
090323		9026		2.2 m ESO/MPI
090323		9027		automated Palomar 60-inch
090323		9033		 1.34m Schmidt
090323		9034		 Xinglong TNT
090323		9036		 Nickel 40in
090323		9037		 Russian-Turkish 1.5-m
090323		9039		GRB 090323: Faulkes
090323		9039		 2-m Faulkes
090323		9041		 1.34m Schmidt
090323		9042		 Nickel 40-inch
090323		9047		Westerbork Synthesis Radio
090323		9051		 2.5m NOT
090323		9063		 1.34m Schmidt
090323		9324		  Shajn
090328		9044		Fermi Large Area
090328		9044		a pair conversion
090328		9054		2.2 m ESO/MPI
090328		9058		0.6-m Yock-Allen robotic
090328		9077		a pair conversion
090328		9324		  Shajn
090407		9101		swift  
090407		9109		 2.2m ESO/MPI
090418		9148		Katzman Automatic Imaging
090418		9149		swift  
090418		9151		 Lick 3-meter
090418		9152		Automated Infrared Imaging
090418		9168		and Ishigaki 1m
090418		9168		 MITSuME 50cm
090418		9168		  1m
090418		9168		------------------------------------------------------------- Ishigaki-Jima 1m
090418		9176		GRB 090418B: Faulkes
090418		9176		 2-m Faulkes
090418		9178		 2.2m ESO/MPI
090418		9179		  Shajn
090418		9181		Tak Mewlon 0.30m
090418		9190		 Russian-Turkish 1.5-m
090418		9191		 Russian-Turkish 1.5-m
090418		9199		cm Sampurnanand Optical
090418		9211		Observatory (SRO) 35cm
090418		9293		Observatory (SRO) 35cm
090418		9329		  Shajn
090423		9198		swift  
090423		9200		GRB 090423: Faulkes
090423		9200		 2-m Faulkes
090423		9201		automated Palomar 60-inch
090423		9207		  30-cm
090423		9209		  Gemini-North
090423		9214		 Nordic Optical
090423		9215		 2.2m MPI/ESO
090423		9216		Italian TNG 3.6m
090423		9218		  188cm
090423		9218		 MITSuME 50cm
090423		9220		  35cm
090423		9221		  1.0m
090423		9244		  1.0m
090423		9322		 IRAM 30-m
090423		9323		  Shajn
090423		9503		Westerbork Synthesis Radio
090424		9223		swift  
090424		9236		  1.23m
090424		9238		GRB 090424: Liverpool
090424		9238		 2-m Liverpool
090424		9239		a 0.4-meter RC
090424		9245		2.2 m ESO/MPI
090424		9246		0.35m C14 XLT
090424		9247		: Lulin 1m
090424		9247		 Lulin 1m
090424		9248		  1.0m
090424		9250		 William Herschel
090424		9253		  1.0m
090424		9268		2.2 m ESO/MPI
090424		9275		  1.0m
090424		9278		m Sampurnanand Optical
090424		9305		 one 2.4-m
090424		9305		  
090424		9313		  1.3m
090424		9320		  AZT-11
090424		9323		  Shajn
090424		9484		Giant Metrewave Radio
090424		9504		Westerbork Synthesis Radio
090426		9254		swift  
090426		9257		  30-cm
090426		9258		 usinmg 1.2m
090426		9266		 MITSuME 50cm
090426		9267		  188cm
090426		9268		2.2 m ESO/MPI
090426		9276		  1.0m
090426		9285		 one 2.4-m
090426		9285		  
090426		9292		090426: GAO 150cm
090426		9292		 150 cm
090426		9312		  AZT-11
090429		9280		swift  
090429		9281		swift  
090429		9282		 0.6m Super-LOTIS
090429		9283		2.2 m ESO/MPI
090429		9286		  Gemini-North
090429		9291		  30-cm
090429		9303		 2.2m ESO/MPI
090429		9318		Object Research) 16
090429		9318		 2.2m ESO/MPI
090510		9331		swift  
090510		9334		Fermi Large Area
090510		9334		a pair conversion
090510		9338		 Nordic Optical
090510		9342		swift  
090510		9350		a pair conversion
090510		9351		swift  
090516		9374		swift  
090516		9375		GRB 090516: Faulkes
090516		9375		 2-m Faulkes
090516		9379		 2.5m NOT(+STANCAM)
090516		9380		090516 - Zadko
090516		9380		090516 - Zadko
090516		9380		  Zadko
090516		9380		1.0m F/4 Zadko
090516		9382		 2.2m ESO/MPI
090516		9382		 and Faulkes
090516		9391		  30-cm
090516		9396		 Stardome 0.4m
090519		3131		  Ryle
090519		9400		swift  
090519		9401		 TAROT robotic
090519		9402		 FARO robotic
090519		9404		 30cm robotic
090519		9408		 2.2m ESO/MPI
090529		27064		Katzman Automatic Imaging
090529		9430		swift  
090529		9431		 Xinglong TNT
090529		9436		 1.34m Schmidt
090529		9437		  Z-600
090529		9448		 1.5m OSN
090529		9453		 Nordic Optical
090529		9467		 MITSuME 50cm
090529		9482		 Nordic Optical
090529		9485		 Russian-Turkish 1.5-m
090529		9485		swift  
090529		9610		  Z-600
090529		9611		 MTM-500 (0.5m)
090529		9612		  AZT-11
090530		10015		Dark Sky Observatory
090530		24957		Katzman Automatic Imaging
090530		9438		swift  
090530		9441		Tak Mewlon 0.30m
090530		9442		Tak Mewlon 0.30m
090530		9458		 2.2m MPI/ESO
090530		9459		  1.0m
090530		9466		14-inch Goddard Robotic
090530		9478		  RAPTOR
090530		9487		 Russian-Turkish 1.5-m
090530		9488		 Nordic Optical
090618		9512		swift  
090618		9513		automated Palomar 60-inch
090618		9514		Katzman Automatic Imaging
090618		9518		 3-m Shane
090618		9519		  2.1m
090618		9520		GRB 090618 Faulkes
090618		9520		  Faulkes
090618		9522		  1.0m
090618		9529		 0.9m SARA
090618		9531		  Liverpool
090618		9536		  OAUV-0.4m
090618		9538		Westerbork Synthesis Radio
090618		9539		  Shajn
090618		9542		  6-m
090618		9548		 Russian-Turkish 1.5-m
090618		9575		 0.9m SARA
090618		9576		2m. Himalayan Chandra
090618		9597		 Russian-Turkish 1.5-m
090618		9613		  1.5m
090618		9712		SUBJECT: GRB090726: 6-meter
090618		9712		SAO RAS 6-m
090709		9625		swift  
090709		9630		GRB 090709: Faulkes
090709		9630		GRB 090709: Faulkes
090709		9630		Circ. 9625), Faulkes
090709		9633		swift  
090709		9634		MOIRCS on Subaru
090709		9637		  30-cm
090709		9638		 2.3-meter WIRO
090709		9643		  RAPTOR
090709		9643		  Subaru
090709		9646		automated Palomar 60-inch
090709		9648		 2-m Faulkes
090709		9654		Westerbork Synthesis Radio
090709		9658		 Xinglong TNT
090715		9666		swift  
090715		9668		swift  
090715		9670		090715B - Liverpool
090715		9670		 2-m Liverpool
090715		9675		 1.5 m
090715		9677		  Liverpool
090715		9677		  Faulkes
090715		9677		 ks, alpha2~0.7.
090715		9681		University MASTER robotic
090715		9684		 1-meter Nickel
090715		9687		  NOT
090715		9720		 Lick 3m
090726		10028		60/90 cm Schmidt
090726		9706		swift  
090726		9712		SUBJECT: GRB090726: 6-meter
090726		9712		SAO RAS 6-m
090726		9714		 50 cm
090726		9715		a 60 cm
090726		9732		14-inch Goddard Robotic
090726		9741		  Shajn
090726		9926		 14" GORT
090727		9718		swift  
090727		9719		GRB 090727: Liverpool
090727		9719		 2-m Liverpool
090727		9722		GRB 090727: Liverpool
090727		9728		1.23m Calar Alto
090727		9733		SAO RAS 6-m
090727		9735		14-inch Goddard Robotic
090809		9754		swift  
090809		9755		 Nordic Optical
090809		9761		  Kueyen
090809		9762		 William Herschel
090809		9766		 Nordic Optical
090812		9768		swift  
090812		9769		Palomar 60 inch
090812		9770		GRB 090812: Liverpool
090812		9770		 2-m Liverpool
090812		9773		2.2 m ESO/MPI
090812		9776		  30-cm
090812		9778		  RAPTOR
090812		9779		GRB 090812: Faulkes
090812		9779		  Liverpool
090812		9779		  Faulkes
090812		9780		 2.3-meter WIRO
090812		9999		 14" GORT
090814		9793		swift  
090814		9794		2.2 m ESO/MPI
090814		9800		  30-cm
090814		9806		GRB 090814B: Liverpool
090814		9806		 2-m Liverpool
090814		9808		from 1.23m CAHA
090814		9808		1.23m Calar Alto
090814		9809		 Nordic Optical
090814		9818		  Shajn
090814		9903		Dark Sky Observatory
090814		9903		 14" GORT
090814		9903		limiting calibration trigger
090902		9867		Fermi Large Area
090902		9867		a pair conversion
090902		9870		 Nickel 1-meter
090902		9872		Fermi Large Area
090902		9872		a pair conversion
090902		9873		  Gemini-N
090902		9874		2.2 m ESO/MPI
090902		9875		GRB 090902B: Faulkes
090902		9875		  Faulkes
090902		9883		Westerbork Synthesis Radio
090926		10020		Astronomy / Australia
090926		10020		  Australia
090926		10020		  Australia
090926		10020		Array (/ Parkes
090926		10020		telescope / Mopra
090926		10020		  Australia
090926		10021		Astronomy / Australia
090926		10021		  Australia
090926		10021		  Australia
090926		10021		Array (/ Parkes
090926		10021		telescope / Mopra
090926		10021		  Australia
090926		10049		8-m Gemini South
090926		10113		  1.3m
090926		9934		Fermi Large Area
090926		9934		a pair conversion
090926		9935		swift  
090926		9972		Fermi Large Area
090926		9972		a pair conversion
090927		10021		Astronomy / Australia
090927		10021		  Australia
090927		10021		  Australia
090927		10021		Array (/ Parkes
090927		10021		telescope / Mopra
090927		10021		  Australia
090927		9945		swift  
090927		9956		GRB 090927: Zadko
090927		9956		  Zadko
090927		9956		1.0m F/4 Zadko
090927		9960		GRB 090927: Faulkes
090927		9960		  Faulkes
091003		9985		Fermi Large Area
091003		9985		a pair conversion
091003		9986		swift  
091003		9989		Dark Sky Observatory
091003		9997		 Nickel 1m
091018		10034		swift  
091018		10039		 2.2m ESO/MPI
091018		10043		 0.6m Yock-Allen
091018		10044		091018 : Faulkes
091018		10044		  Faulkes
091018		10047		 1.0m miniTAO
091018		10110		  1.3m
091018		10219		 14" GORT
091020		10048		swift  
091020		10052		MASTER II robotic
091020		10053		 Nordic Optical
091020		10058		 Nickel 40-inch
091020		10060		 Nickel 40-inch
091020		10076		 1.34m Schmidt
091020		10080		 Xinglong TNT
091020		10090		 1.34m Schmidt
091020		10231		MASTER II robotic
091020		24191		 Palomar 48-inch
091024		10062		swift  
091024		10063		GRB 091024: Faulkes
091024		10063		 2-m Faulkes
091024		10064		GRAS004 Epsilon 250
091024		10066		091024 : Faulkes
091024		10066		  Faulkes
091024		10067		 Xinglong TNT
091024		10070		 Large Area
091024		10073		Observatory (SRO) 35cm
091024		10074		 0.6m Super-LOTIS
091024		10075		Katzman Automatic Imaging
091024		10077		 1.34m Schmidt
091024		10078		reported by Faulkes
091024		10092		 one 2.4-m
091024		10093		10-m Keck I
091024		10101		  Zeiss-1000
091024		10114		Fermi Large Area
091024		10114		a pair conversion
091024		10116		  ZTE
091029		10097		swift  
091029		10098		2.2 m ESO/MPI
091029		10104		0.6m Yock-Allen robotic
091029		10111		  1.3m
091029		10137		 Stardome 0.4m
091109		10138		swift  
091109		10139		robotic 60-cm REM
091109		10142		GRB 091109: Faulkes
091109		10142		 2-m Faulkes
091109		10144		0.6 Yock-Allen robotic
091109		10144		detection by Faulkes
091109		10148		swift  
091109		10153		 Magellan/Baade 6.5-m
091109		10158		 2.2m ESO/MPI
091109		10246		 2.2m ESO/MPI
091127		10191		swift  
091127		10192		GRB 091127: Liverpool
091127		10192		 2-m Liverpool
091127		10193		  Liverpool
091127		10194		robotic 60-cm REM
091127		10195		2.2 m ESO/MPI
091127		10196		 Nordic Optical
091127		10200		 TAROT robotic
091127		10203		MASTER II robotic
091127		10205		 Nordic Optical
091127		10207		  Z-600
091127		10208		 TAROT robotic
091127		10219		 14" GORT
091127		10238		GRB 091127: Zadko
091127		10238		  Zadko
091127		10238		1.0m F/4 Zadko
091127		10244		  1.3m
091127		10248		091127: GAO 150cm
091127		10248		 150 cm
091127		10400		m Gemini South
091127		10400		  1.3m
091208		10253		swift  
091208		10255		0.6m Yock-Allen robotic
091208		10256		swift  
091208		10257		  30-cm
091208		10258		 MITSuME 50cm
091208		10260		 MITSuME 50cm
091208		10261		  30-cm
091208		10262		GRB 091208B: Faulkes
091208		10267		swift  
091208		10269		 Nordic Optical
091208		10271		2.2 m ESO/MPI
091208		10272		10m Keck I
091208		10273		  Z-600
091208		10275		091208B: GAO 150cm
091208		10275		 150 cm
091208		10277		091208A: GAO 150cm
091208		10277		 150 cm
091208		10279		 Xinglong TNT
100117A		10336		swift  
100117A		10337		 Nordic Optical
100117A		10340		 Magellan/Baade 6.5-m
100117A		10341		 Gemini-North 8-m
100117A		10346		Gemini North 8-m
100219A		10430		swift  
100219A		10433		 Oschin Schmidt
100219A		10438		 Nordic Optical
100219A		10439		2.2 m MPI/ESO
100219A		10440		 MITSuME 50cm
100219A		10443		8-m Gemini South
100219A		10452		100219A: GAO 150cm
100219A		10452		 150 cm
100219A		10453		  AZT-11
100219A		10522		  AZT-33IK
100219A		10527		University MASTER robotic
100219A		10527		square degrees (testing
100219A		10527		pix, mounted on
100302A		10458		swift  
100302A		10459		  16"
100302A		10463		University MASTER robotic
100302A		10463		square degrees (testing
100302A		10463		pix, mounted on
100302A		10465		  Gemini-N
100302A		10468		 Lulin 1-meter
100302A		10469		 Ondrejov 65cm
100302A		10480		  1.0
100316A		10484		swift  
100316A		10499		  CAHA
100316A		10504		 TAROT robotic
100316A		10521		  Shajn
100316A		10565		  1.0m
100316B		10489		swift  
100316B		10493		2.2 m ESO/MPI
100316D		10496		swift  
100316D		10513		  Gemini
100316D		10514		2.2 m ESO/MPI
100316D		10533		  Australia
100316D		10543		  VLT
100316D		10547		2.2 m MPI/ESO
100316D		13267		 Keck 10m
100316D		23142		kindly providing their
100414A		10594		Fermi Large Area
100414A		10594		Fermi Large Area
100414A		10594		a pair conversion
100414A		10603		48 inch Schmidt
100414A		10606		Gemini North 8-m
100414A		10607		2.2 m MPI/ESO
100414A		10618		  Zeiss-1000
100414A		10697		Westerbork Synthesis Radio
100418A		10612		swift  
100418A		10616		 2.2m ESO/MPI
100418A		10617		 2.2m ESO/MPI
100418A		10619		 0.9m SARA
100418A		10624		Gemini North 8-m
100418A		10626		 16-inch ROVOR
100418A		10626		as BYU's 36-inch
100418A		10633		Kourovka MASTER robotic
100418A		10633		(MASTER-Net: http://observ.pereplet.ru, testing
100418A		10634		  AZT-11
100418A		10635		 Russian-Turkish 1.5-m
100418A		10637		 0.9m SARA
100418A		10643		 Russian-Turkish 1.5-m
100418A		10646		robotic 60-cm REM
100418A		10647		Westerbork Synthesis Radio
100418A		10664		BYU WMO 0.9m
100418A		10665		BYU WMO 0.9m
100418A		10694		  Z-600
100418A		10700		 Russian-Turkish 1.5-m
100418A		10726		 Russian-Turkish 1.5-m
100418A		10727		Keck I 10-m
100418A		10783		  Shajn
100418A		10794		FOCAS on Subaru
100418A		10821		  AZT-22
100418A		10883		  Shajn
100424A		10667		swift  
100424A		10676		2.2 m MPI/ESO
100424A		10679		 MITSuME 50cm
100424A		10681		  0.5m
100424A		10682		m Gemini North
100424A		10687		GRB 100424A: Liverpool
100424A		10687		  Liverpool
100424A		10690		m Gemini North
100424A		10692		m Gemini North
100424A		10693		  AZT-11
100424A		14291		  Keck-I
100425A		10673		swift  
100425A		10683		2.2 m MPI/ESO
100425A		10689		  VLT
100425A		10689		 and GROND
100508A		10728		swift  
100508A		10734		2.2 m MPI/ESO
100513A		10746		swift  
100513A		10748		 SARA-North 0.9m
100513A		10750		 Nickel 40-inch
100513A		10752		m Gemini North
100513A		10755		  30-cm
100513A		10757		GRB 100513A: Faulkes
100513A		10757		 2-m Faulkes
100513A		10758		GRB 100513A: Faulkes
100513A		10758		 2-m Faulkes
100513A		10774		50 cm optical
100513A		10820		  Shajn
100518A		10776		GRB 100518A: Faulkes
100518A		10776		 2-m Faulkes
100518A		10778		0.6m Yock-Allen robotic
100518A		10779		 2-m Faulkes
100518A		10782		2.2 m MPI/ESO
100615A		10841		swift  
100615A		10842		 3.5-m NTT
100615A		10843		source set beyond
100615A		10844		 2.2m ESO/MPI
100615A		10861		8-m Gemini North
100615A		14264		 Hubble Space
100621A		10870		swift  
100621A		10874		2.2 m MPI/ESO
100621A		10880		 MOA-II 1.8m
100621A		10881		 IRSF 1.4m
100724A		10968		swift  
100724A		10969		 2.2m ESO/MPI
100728A		11004		swift  
100728A		11007		Katzman Automatic Imaging
100728A		11007		1.0 meter Nickel
100728A		11020		2.2 m MPI/ESO
100728B		11009		swift  
100728B		11013		2.2 m MPI/ESO
100728B		11020		2.2 m MPI/ESO
100728B		11024		Katzman Automatic Imaging
100728B		11025		 Nickel 40-inch
100728B		11045		  0.45-m
100814A		11087		swift  
100814A		11090		 0.82-m IAC80
100814A		11091		2.2 m MPI/ESO
100814A		11093		  2.1m
100814A		11118		 Lulin One-meter
100814A		11122		100814A : Liverpool
100814A		11129		  0.45-m
100814A		11133		  0.45-m
100814A		11153		  AZT-22
100814A		11234		  0.45-m
100816A		11102		swift  
100816A		11104		Italian 3.6m TNG
100816A		11106		 TAROT robotic
100816A		11108		  2.1m
100816A		11112		1.23m Calar Alto
